time,location,water_level
2020/06/28/11,北碚,5.48
2020/06/28/11,重庆,12.2
2020/06/28/11,寸滩,170.98
2020/06/28/11,涪陵(清溪场),153.97
2020/06/28/11,万州,148.2
2020/06/28/11,茅坪,146.32
2020/06/28/11,宜昌,7.35
2020/06/28/11,枝江,6.62
2020/06/28/11,沙市,6.22
2020/06/28/11,监利,10.85
2020/06/28/11,城陵矶,13.26
2020/06/28/11,汉口,12.19
2020/06/28/11,黄石,11.54
2020/06/28/11,九江,10.68
2020/06/28/11,安庆,9.74
2020/06/28/11,芜湖,6.83
2020/06/28/11,南京,5.23
2020/06/28/11,镇江,4.04
2020/06/28/11,湘江长沙,31.65
2020/06/29/11,宜宾,7.5
2020/06/29/11,泸州(二郎滩),6.7
2020/06/29/11,北碚,6.11
2020/06/29/11,重庆,12.22
2020/06/29/11,寸滩,170.93
2020/06/29/11,涪陵(清溪场),156.1
2020/06/29/11,万州,150.35
2020/06/29/11,茅坪,147.44
2020/06/29/11,宜昌,9.97
2020/06/29/11,枝江,8.67
2020/06/29/11,沙市,7.66
2020/06/29/11,监利,11.14
2020/06/29/11,城陵矶,13.38
2020/06/29/11,汉口,12.48
2020/06/29/11,黄石,11.8
2020/06/29/11,九江,10.86
2020/06/29/11,安庆,9.96
2020/06/29/11,芜湖,7.18
2020/06/29/11,南京,5.7
2020/06/29/11,镇江,4.5
2020/06/29/11,湘江长沙,31.56
2020/06/30/11,宜宾,8.5
2020/06/30/11,泸州(二郎滩),7.2
2020/06/30/11,北碚,5.23
2020/06/30/11,重庆,10.68
2020/06/30/11,寸滩,169.45
2020/06/30/11,涪陵(清溪场),154.37
2020/06/30/11,万州,150.41
2020/06/30/11,茅坪,147.5
2020/06/30/11,宜昌,10.78
2020/06/30/11,枝江,9.41
2020/06/30/11,沙市,8.44
2020/06/30/11,监利,11.75
2020/06/30/11,城陵矶,13.67
2020/06/30/11,汉口,13.03
2020/06/30/11,黄石,12.27
2020/06/30/11,九江,11.11
2020/06/30/11,安庆,10.21
2020/06/30/11,芜湖,7.3
2020/06/30/11,南京,5.74
2020/06/30/11,镇江,4.56
2020/06/30/11,湘江长沙,31.58
2020/07/01/11,宜宾,10.04
2020/07/01/11,泸州(二郎滩),9.6
2020/07/01/11,北碚,3.65
2020/07/01/11,重庆,11.4
2020/07/01/11,寸滩,169.71
2020/07/01/11,涪陵(清溪场),154.19
2020/07/01/11,万州,149.61
2020/07/01/11,茅坪,146.71
2020/07/01/11,宜昌,10.49
2020/07/01/11,枝江,9.24
2020/07/01/11,沙市,8.47
2020/07/01/11,监利,12.01
2020/07/01/11,城陵矶,14
2020/07/01/11,汉口,13.22
2020/07/01/11,黄石,12.48
2020/07/01/11,九江,11.29
2020/07/01/11,安庆,10.32
2020/07/01/11,芜湖,7.43
2020/07/01/11,南京,5.92
2020/07/01/11,镇江,4.77
2020/07/01/11,湘江长沙,32.24
2020/07/02/11,宜宾,7.76
2020/07/02/11,泸州(二郎滩),7.66
2020/07/02/11,北碚,6.72
2020/07/02/11,重庆,15.51
2020/07/02/11,寸滩,174.27
2020/07/02/11,涪陵(清溪场),156.56
2020/07/02/11,万州,149.94
2020/07/02/11,茅坪,146.46
2020/07/02/11,宜昌,10.3
2020/07/02/11,枝江,9.1
2020/07/02/11,沙市,8.29
2020/07/02/11,监利,12.15
2020/07/02/11,城陵矶,14.35
2020/07/02/11,汉口,13.4
2020/07/02/11,黄石,12.63
2020/07/02/11,九江,11.51
2020/07/02/11,安庆,10.43
2020/07/02/11,芜湖,7.4
2020/07/02/11,南京,5.99
2020/07/02/11,镇江,4.89
2020/07/02/11,湘江长沙,32.57
2020/07/03/11,宜宾,7.69
2020/07/03/11,泸州(二郎滩),6.6
2020/07/03/11,北碚,5.23
2020/07/03/11,重庆,12.96
2020/07/03/11,寸滩,171.82
2020/07/03/11,涪陵(清溪场),157.55
2020/07/03/11,万州,152.09
2020/07/03/11,茅坪,148.83
2020/07/03/11,宜昌,10.81
2020/07/03/11,枝江,9.68
2020/07/03/11,沙市,8.84
2020/07/03/11,监利,12.57
2020/07/03/11,城陵矶,14.72
2020/07/03/11,汉口,13.73
2020/07/03/11,黄石,13
2020/07/03/11,九江,11.78
2020/07/03/11,安庆,10.76
2020/07/03/11,芜湖,7.6
2020/07/03/11,南京,6.25
2020/07/03/11,镇江,5.25
2020/07/03/11,湘江长沙,32.79
2020/07/04/11,宜宾,7.31
2020/07/04/11,泸州(二郎滩),6.4
2020/07/04/11,北碚,4.49
2020/07/04/11,重庆,10.91
2020/07/04/11,寸滩,169.62
2020/07/04/11,涪陵(清溪场),155.9
2020/07/04/11,万州,152.18
2020/07/04/11,茅坪,149.3
2020/07/04/11,宜昌,10.83
2020/07/04/11,枝江,9.46
2020/07/04/11,沙市,8.73
2020/07/04/11,监利,12.67
2020/07/04/11,城陵矶,14.9
2020/07/04/11,汉口,14
2020/07/04/11,黄石,13.3
2020/07/04/11,九江,12.18
2020/07/04/11,安庆,11.01
2020/07/04/11,芜湖,7.71
2020/07/04/11,南京,6.37
2020/07/04/11,镇江,5.48
2020/07/04/11,湘江长沙,33.18
2020/07/05/11,宜宾,6.08
2020/07/05/11,泸州(二郎滩),6.13
2020/07/05/11,北碚,4.09
2020/07/05/11,重庆,10.08
2020/07/05/11,寸滩,168.86
2020/07/05/11,涪陵(清溪场),155.57
2020/07/05/11,万州,151.66
2020/07/05/11,茅坪,149.45
2020/07/05/11,宜昌,9.68
2020/07/05/11,枝江,9.29
2020/07/05/11,沙市,8.67
2020/07/05/11,监利,12.85
2020/07/05/11,城陵矶,15.21
2020/07/05/11,汉口,14.35
2020/07/05/11,黄石,13.64
2020/07/05/11,九江,12.59
2020/07/05/11,安庆,11.35
2020/07/05/11,芜湖,7.88
2020/07/05/11,南京,6.59
2020/07/05/11,镇江,5.7
2020/07/05/11,湘江长沙,33.36
2020/07/06/11,宜宾,6.07
2020/07/06/11,泸州(二郎滩),5.7
2020/07/06/11,北碚,4.11
2020/07/06/11,重庆,9.68
2020/07/06/11,寸滩,168.49
2020/07/06/11,涪陵(清溪场),155.71
2020/07/06/11,万州,151.67
2020/07/06/11,茅坪,148.87
2020/07/06/11,宜昌,10.97
2020/07/06/11,枝江,9.71
2020/07/06/11,沙市,8.87
2020/07/06/11,监利,13.01
2020/07/06/11,城陵矶,15.47
2020/07/06/11,汉口,14.87
2020/07/06/11,黄石,14.49
2020/07/06/11,九江,13.08
2020/07/06/11,安庆,11.88
2020/07/06/11,芜湖,8.34
2020/07/06/11,南京,6.78
2020/07/06/11,镇江,5.95
2020/07/06/11,湘江长沙,33.55
2020/07/07/11,宜宾,5.56
2020/07/07/11,泸州(二郎滩),5.7
2020/07/07/11,北碚,4.14
2020/07/07/11,重庆,9.11
2020/07/07/11,寸滩,167.91
2020/07/07/11,涪陵(清溪场),155.12
2020/07/07/11,万州,151.42
2020/07/07/11,茅坪,149.06
2020/07/07/11,宜昌,10.06
2020/07/07/11,枝江,9.36
2020/07/07/11,沙市,8.91
2020/07/07/11,监利,13.3
2020/07/07/11,城陵矶,15.67
2020/07/07/11,汉口,15.3
2020/07/07/11,黄石,14.87
2020/07/07/11,九江,13.42
2020/07/07/11,安庆,12.47
2020/07/07/11,芜湖,8.91
2020/07/07/11,南京,7.06
2020/07/07/11,镇江,6.34
2020/07/07/11,湘江长沙,33.73
2020/07/08/11,宜宾,5.87
2020/07/08/11,泸州(二郎滩),5.6
2020/07/08/11,北碚,4.25
2020/07/08/11,重庆,10.7
2020/07/08/11,寸滩,169.47
2020/07/08/11,涪陵(清溪场),155.6
2020/07/08/11,万州,151.36
2020/07/08/11,茅坪,148.9
2020/07/08/11,宜昌,10.07
2020/07/08/11,枝江,9.28
2020/07/08/11,沙市,8.82
2020/07/08/11,监利,13.38
2020/07/08/11,城陵矶,16.01
2020/07/08/11,汉口,15.57
2020/07/08/11,黄石,15.23
2020/07/08/11,九江,13.92
2020/07/08/11,安庆,12.75
2020/07/08/11,芜湖,9.2
2020/07/08/11,南京,7.16
2020/07/08/11,镇江,6.37
2020/07/08/11,湘江长沙,34.07
2020/07/09/11,宜宾,5.31
2020/07/09/11,泸州(二郎滩),5.9
2020/07/09/11,北碚,3.4
2020/07/09/11,重庆,9.23
2020/07/09/11,寸滩,168.08
2020/07/09/11,涪陵(清溪场),155.3
2020/07/09/11,万州,151.64
2020/07/09/11,茅坪,149.62
2020/07/09/11,宜昌,9.15
2020/07/09/11,枝江,8.88
2020/07/09/11,沙市,8.68
2020/07/09/11,监利,13.61
2020/07/09/11,城陵矶,16.32
2020/07/09/11,汉口,15.9
2020/07/09/11,黄石,15.36
2020/07/09/11,九江,14.49
2020/07/09/11,安庆,13.09
2020/07/09/11,芜湖,9.41
2020/07/09/11,南京,7.27
2020/07/09/11,镇江,6.16
2020/07/09/11,湘江长沙,34.46
2020/07/10/11,宜宾,5.81
2020/07/10/11,泸州(二郎滩),4.9
2020/07/10/11,北碚,2.36
2020/07/10/11,重庆,8.37
2020/07/10/11,寸滩,167.11
2020/07/10/11,涪陵(清溪场),154.19
2020/07/10/11,万州,151.6
2020/07/10/11,茅坪,150.02
2020/07/10/11,宜昌,8.26
2020/07/10/11,枝江,8.17
2020/07/10/11,沙市,8.25
2020/07/10/11,监利,13.63
2020/07/10/11,城陵矶,16.52
2020/07/10/11,汉口,15.99
2020/07/10/11,黄石,15.57
2020/07/10/11,九江,14.89
2020/07/10/11,安庆,13.31
2020/07/10/11,芜湖,9.54
2020/07/10/11,南京,7.41
2020/07/10/11,镇江,5.92
2020/07/10/11,湘江长沙,35
2020/07/11/11,宜宾,5.61
2020/07/11/11,泸州(二郎滩),5.18
2020/07/11/11,北碚,5.36
2020/07/11/11,重庆,8.62
2020/07/11/11,寸滩,167.37
2020/07/11/11,涪陵(清溪场),153.62
2020/07/11/11,万州,151.41
2020/07/11/11,茅坪,150.24
2020/07/11/11,宜昌,7.04
2020/07/11/11,枝江,7.34
2020/07/11/11,沙市,7.72
2020/07/11/11,监利,13.6
2020/07/11/11,城陵矶,16.82
2020/07/11/11,汉口,16.29
2020/07/11/11,黄石,15.87
2020/07/11/11,九江,15.32
2020/07/11/11,安庆,13.77
2020/07/11/11,芜湖,9.68
2020/07/11/11,南京,7.56
2020/07/11/11,镇江,5.87
2020/07/11/11,湘江长沙,35.95
2020/07/12/11,宜宾,5
2020/07/12/11,泸州(二郎滩),4.7
2020/07/12/11,北碚,8.91
2020/07/12/11,重庆,11.31
2020/07/12/11,寸滩,169.97
2020/07/12/11,涪陵(清溪场),155.48
2020/07/12/11,万州,152.28
2020/07/12/11,茅坪,151.03
2020/07/12/11,宜昌,6.52
2020/07/12/11,枝江,6.75
2020/07/12/11,沙市,7.11
2020/07/12/11,监利,13.6
2020/07/12/11,城陵矶,16.99
2020/07/12/11,汉口,16.64
2020/07/12/11,黄石,16.27
2020/07/12/11,九江,15.65
2020/07/12/11,安庆,13.97
2020/07/12/11,芜湖,9.87
2020/07/12/11,南京,7.81
2020/07/12/11,镇江,6.02
2020/07/12/11,湘江长沙,35.5
2020/07/13/11,宜宾,5.9
2020/07/13/11,泸州(二郎滩),5.2
2020/07/13/11,北碚,5.55
2020/07/13/11,重庆,10.8
2020/07/13/11,寸滩,169.64
2020/07/13/11,涪陵(清溪场),157.23
2020/07/13/11,万州,154.43
2020/07/13/11,茅坪,153.2
2020/07/13/11,宜昌,6.12
2020/07/13/11,枝江,6.21
2020/07/13/11,沙市,6.62
2020/07/13/11,监利,13.39
2020/07/13/11,城陵矶,16.94
2020/07/13/11,汉口,16.76
2020/07/13/11,黄石,16.39
2020/07/13/11,九江,15.66
2020/07/13/11,安庆,14.24
2020/07/13/11,芜湖,10.01
2020/07/13/11,南京,7.89
2020/07/13/11,镇江,6.1
2020/07/13/11,湘江长沙,35.38
2020/07/14/11,宜宾,6.53
2020/07/14/11,泸州(二郎滩),6.4
2020/07/14/11,北碚,6.28
2020/07/14/11,重庆,11.17
2020/07/14/11,寸滩,169.99
2020/07/14/11,涪陵(清溪场),158.41
2020/07/14/11,万州,156.33
2020/07/14/11,茅坪,155.14
2020/07/14/11,宜昌,6.39
2020/07/14/11,枝江,6.04
2020/07/14/11,沙市,6.38
2020/07/14/11,监利,13.16
2020/07/14/11,城陵矶,16.77
2020/07/14/11,汉口,16.67
2020/07/14/11,黄石,16.29
2020/07/14/11,九江,15.58
2020/07/14/11,安庆,14.19
2020/07/14/11,芜湖,10.11
2020/07/14/11,南京,8
2020/07/14/11,镇江,6.2
2020/07/14/11,湘江长沙,35.15
2020/07/15/11,宜宾,7.5
2020/07/15/11,泸州(二郎滩),6.7
2020/07/15/11,北碚,4.63
2020/07/15/11,重庆,10.67
2020/07/15/11,寸滩,169.58
2020/07/15/11,涪陵(清溪场),159.1
2020/07/15/11,万州,157.39
2020/07/15/11,茅坪,156.06
2020/07/15/11,宜昌,7.09
2020/07/15/11,枝江,6.55
2020/07/15/11,沙市,6.7
2020/07/15/11,监利,13.07
2020/07/15/11,城陵矶,16.57
2020/07/15/11,汉口,16.47
2020/07/15/11,黄石,16.14
2020/07/15/11,九江,15.43
2020/07/15/11,安庆,14.04
2020/07/15/11,芜湖,10.07
2020/07/15/11,南京,8
2020/07/15/11,镇江,6.29
2020/07/15/11,湘江长沙,34.92
2020/07/16/11,宜宾,8.28
2020/07/16/11,泸州(二郎滩),7.8
2020/07/16/11,北碚,7.54
2020/07/16/11,重庆,11.3
2020/07/16/11,寸滩,170.2
2020/07/16/11,涪陵(清溪场),159.3
2020/07/16/11,万州,157.49
2020/07/16/11,茅坪,155.55
2020/07/16/11,宜昌,9.37
2020/07/16/11,枝江,8.02
2020/07/16/11,沙市,7.67
2020/07/16/11,监利,13.16
2020/07/16/11,城陵矶,16.44
2020/07/16/11,汉口,16.29
2020/07/16/11,黄石,15.91
2020/07/16/11,九江,15.26
2020/07/16/11,安庆,13.94
2020/07/16/11,芜湖,10.09
2020/07/16/11,南京,8.04
2020/07/16/11,镇江,6.39
2020/07/16/11,湘江长沙,34.78
2020/07/17/11,宜宾,8.74
2020/07/17/11,泸州(二郎滩),8.38
2020/07/17/11,北碚,14.8
2020/07/17/11,重庆,16.15
2020/07/17/11,寸滩,175.16
2020/07/17/11,涪陵(清溪场),161.98
2020/07/17/11,万州,159.24
2020/07/17/11,茅坪,156.94
2020/07/17/11,宜昌,9.92
2020/07/17/11,枝江,8.76
2020/07/17/11,沙市,8.43
2020/07/17/11,监利,13.48
2020/07/17/11,城陵矶,16.45
2020/07/17/11,汉口,16.32
2020/07/17/11,黄石,15.84
2020/07/17/11,九江,15.15
2020/07/17/11,安庆,13.88
2020/07/17/11,芜湖,10.07
2020/07/17/11,南京,8.08
2020/07/17/11,镇江,6.48
2020/07/17/11,湘江长沙,34.66
2020/07/18/11,宜宾,8.94
2020/07/18/11,泸州(二郎滩),9.9
2020/07/18/11,北碚,14.07
2020/07/18/11,重庆,20.41
2020/07/18/11,寸滩,179.36
2020/07/18/11,涪陵(清溪场),166.83
2020/07/18/11,万州,162.79
2020/07/18/11,茅坪,160.17
2020/07/18/11,宜昌,10.52
2020/07/18/11,枝江,9.68
2020/07/18/11,沙市,9.15
2020/07/18/11,监利,13.77
2020/07/18/11,城陵矶,16.43
2020/07/18/11,汉口,16.36
2020/07/18/11,黄石,15.89
2020/07/18/11,九江,15.09
2020/07/18/11,安庆,13.83
2020/07/18/11,芜湖,10.1
2020/07/18/11,南京,8.22
2020/07/18/11,镇江,6.66
2020/07/18/11,湘江长沙,34.55
2020/07/19/11,宜宾,8.08
2020/07/19/11,泸州(二郎滩),7.9
2020/07/19/11,北碚,9.91
2020/07/19/11,重庆,18.7
2020/07/19/11,寸滩,177.92
2020/07/19/11,涪陵(清溪场),168.79
2020/07/19/11,万州,165.97
2020/07/19/11,茅坪,163.59
2020/07/19/11,宜昌,11.83
2020/07/19/11,枝江,10.74
2020/07/19/11,沙市,9.98
2020/07/19/11,监利,14.06
2020/07/19/11,城陵矶,16.52
2020/07/19/11,汉口,16.38
2020/07/19/11,黄石,15.85
2020/07/19/11,九江,14.99
2020/07/19/11,安庆,13.82
2020/07/19/11,芜湖,10.07
2020/07/19/11,南京,8.25
2020/07/19/11,镇江,6.76
2020/07/19/11,湘江长沙,34.62
2020/07/20/11,宜宾,7.94
2020/07/20/11,泸州(二郎滩),7.7
2020/07/20/11,北碚,7.23
2020/07/20/11,重庆,15.85
2020/07/20/11,寸滩,175.15
2020/07/20/11,涪陵(清溪场),168.53
2020/07/20/11,万州,166.73
2020/07/20/11,茅坪,164.49
2020/07/20/11,宜昌,12.24
2020/07/20/11,枝江,10.65
2020/07/20/11,沙市,10.27
2020/07/20/11,监利,14.35
2020/07/20/11,城陵矶,16.73
2020/07/20/11,汉口,16.66
2020/07/20/11,黄石,16.05
2020/07/20/11,九江,15.01
2020/07/20/11,安庆,13.84
2020/07/20/11,芜湖,10.1
2020/07/20/11,南京,8.22
2020/07/20/11,镇江,6.8
2020/07/20/11,湘江长沙,34.76
2020/07/21/11,宜宾,8.7
2020/07/21/11,泸州(二郎滩),6.96
2020/07/21/11,北碚,5.01
2020/07/21/11,重庆,13.88
2020/07/21/11,寸滩,173.14
2020/07/21/11,涪陵(清溪场),167.48
2020/07/21/11,万州,166
2020/07/21/11,茅坪,163.84
2020/07/21/11,宜昌,12.28
2020/07/21/11,枝江,10.86
2020/07/21/11,沙市,10.27
2020/07/21/11,监利,14.53
2020/07/21/11,城陵矶,16.89
2020/07/21/11,汉口,16.58
2020/07/21/11,黄石,15.96
2020/07/21/11,九江,15.04
2020/07/21/11,安庆,13.87
2020/07/21/11,芜湖,10.1
2020/07/21/11,南京,8.26
2020/07/21/11,镇江,7
2020/07/21/11,湘江长沙,34.97
2020/07/22/11,宜宾,9.44
2020/07/22/11,泸州(二郎滩),7.92
2020/07/22/11,北碚,5.19
2020/07/22/11,重庆,13.04
2020/07/22/11,寸滩,172.28
2020/07/22/11,涪陵(清溪场),166.26
2020/07/22/11,万州,164.98
2020/07/22/11,茅坪,162.63
2020/07/22/11,宜昌,12.33
2020/07/22/11,枝江,10.98
2020/07/22/11,沙市,10.32
2020/07/22/11,监利,14.59
2020/07/22/11,城陵矶,16.97
2020/07/22/11,汉口,16.57
2020/07/22/11,黄石,15.94
2020/07/22/11,九江,15.03
2020/07/22/11,安庆,13.82
2020/07/22/11,芜湖,10.06
2020/07/22/11,南京,8.03
2020/07/22/11,镇江,6.96
2020/07/22/11,湘江长沙,34.97
2020/07/23/11,宜宾,10.21
2020/07/23/11,泸州(二郎滩),8.5
2020/07/23/11,北碚,8.65
2020/07/23/11,重庆,14.18
2020/07/23/11,寸滩,173.21
2020/07/23/11,涪陵(清溪场),165.9
2020/07/23/11,万州,163.5
2020/07/23/11,茅坪,161.04
2020/07/23/11,宜昌,12.8
2020/07/23/11,枝江,11.11
2020/07/23/11,沙市,10.4
2020/07/23/11,监利,14.62
2020/07/23/11,城陵矶,16.98
2020/07/23/11,汉口,16.51
2020/07/23/11,黄石,15.93
2020/07/23/11,九江,14.98
2020/07/23/11,安庆,13.69
2020/07/23/11,芜湖,9.97
2020/07/23/11,南京,7.84
2020/07/23/11,镇江,6.92
2020/07/23/11,湘江长沙,34.92
2020/07/24/11,宜宾,11.14
2020/07/24/11,泸州(二郎滩),9.5
2020/07/24/11,北碚,11.77
2020/07/24/11,重庆,16.73
2020/07/24/11,寸滩,175.73
2020/07/24/11,涪陵(清溪场),165.8
2020/07/24/11,万州,162.5
2020/07/24/11,茅坪,159.08
2020/07/24/11,宜昌,13.4
2020/07/24/11,枝江,11.49
2020/07/24/11,沙市,10.68
2020/07/24/11,监利,14.7
2020/07/24/11,城陵矶,16.96
2020/07/24/11,汉口,16.42
2020/07/24/11,黄石,15.82
2020/07/24/11,九江,14.83
2020/07/24/11,安庆,13.63
2020/07/24/11,芜湖,9.89
2020/07/24/11,南京,7.75
2020/07/24/11,镇江,6.77
2020/07/24/11,湘江长沙,34.89
2020/07/25/11,宜宾,9.87
2020/07/25/11,泸州(二郎滩),8.7
2020/07/25/11,北碚,8.23
2020/07/25/11,重庆,15.98
2020/07/25/11,寸滩,174.9
2020/07/25/11,涪陵(清溪场),165.1
2020/07/25/11,万州,161.7
2020/07/25/11,茅坪,158.7
2020/07/25/11,宜昌,12.63
2020/07/25/11,枝江,11.16
2020/07/25/11,沙市,10.56
2020/07/25/11,监利,14.72
2020/07/25/11,城陵矶,16.99
2020/07/25/11,汉口,16.36
2020/07/25/11,黄石,15.74
2020/07/25/11,九江,14.75
2020/07/25/11,安庆,13.51
2020/07/25/11,芜湖,9.87
2020/07/25/11,南京,7.69
2020/07/25/11,镇江,6.26
2020/07/25/11,湘江长沙,34.99
2020/07/26/11,宜宾,13.03
2020/07/26/11,泸州(二郎滩),9.3
2020/07/26/11,北碚,12.22
2020/07/26/11,重庆,15.25
2020/07/26/11,寸滩,174.19
2020/07/26/11,涪陵(清溪场),164.35
2020/07/26/11,万州,161.45
2020/07/26/11,茅坪,158.98
2020/07/26/11,宜昌,11.69
2020/07/26/11,枝江,10.45
2020/07/26/11,沙市,10.02
2020/07/26/11,监利,14.61
2020/07/26/11,城陵矶,16.97
2020/07/26/11,汉口,16.37
2020/07/26/11,黄石,15.73
2020/07/26/11,九江,14.71
2020/07/26/11,安庆,13.44
2020/07/26/11,芜湖,9.75
2020/07/26/11,南京,7.6
2020/07/26/11,镇江,5.87
2020/07/26/11,湘江长沙,35.09
2020/07/27/11,宜宾,10.75
2020/07/27/11,泸州(二郎滩),11.85
2020/07/27/11,北碚,16.95
2020/07/27/11,重庆,22.05
2020/07/27/11,寸滩,180.85
2020/07/27/11,涪陵(清溪场),167.7
2020/07/27/11,万州,163.1
2020/07/27/11,茅坪,160.56
2020/07/27/11,宜昌,11.58
2020/07/27/11,枝江,10.49
2020/07/27/11,沙市,9.95
2020/07/27/11,监利,14.57
2020/07/27/11,城陵矶,17
2020/07/27/11,汉口,16.39
2020/07/27/11,黄石,15.72
2020/07/27/11,九江,14.68
2020/07/27/11,安庆,13.44
2020/07/27/11,芜湖,9.75
2020/07/27/11,南京,7.63
2020/07/27/11,镇江,5.93
2020/07/27/11,湘江长沙,35.21
2020/07/28/11,宜宾,10.19
2020/07/28/11,泸州(二郎滩),9
2020/07/28/11,北碚,10.69
2020/07/28/11,重庆,21.25
2020/07/28/11,寸滩,180.28
2020/07/28/11,涪陵(清溪场),169.9
2020/07/28/11,万州,165.3
2020/07/28/11,茅坪,162.45
2020/07/28/11,宜昌,11.69
2020/07/28/11,枝江,10.39
2020/07/28/11,沙市,9.9
2020/07/28/11,监利,14.53
2020/07/28/11,城陵矶,17.17
2020/07/28/11,汉口,16.48
2020/07/28/11,黄石,15.78
2020/07/28/11,九江,14.65
2020/07/28/11,安庆,13.42
2020/07/28/11,芜湖,9.77
2020/07/28/11,南京,7.67
2020/07/28/11,镇江,5.98
2020/07/28/11,湘江长沙,35.42
2020/07/29/11,宜宾,9.38
2020/07/29/11,泸州(二郎滩),8.2
2020/07/29/11,北碚,6.03
2020/07/29/11,重庆,16.59
2020/07/29/11,寸滩,175.81
2020/07/29/11,涪陵(清溪场),168.5
2020/07/29/11,万州,166
2020/07/29/11,茅坪,163.36
2020/07/29/11,宜昌,12.13
2020/07/29/11,枝江,10.65
2020/07/29/11,沙市,10.07
2020/07/29/11,监利,14.55
2020/07/29/11,城陵矶,17.13
2020/07/29/11,汉口,16.44
2020/07/29/11,黄石,15.78
2020/07/29/11,九江,14.64
2020/07/29/11,安庆,13.45
2020/07/29/11,芜湖,9.8
2020/07/29/11,南京,7.77
2020/07/29/11,镇江,6.13
2020/07/29/11,湘江长沙,35.25
2020/07/30/11,宜宾,10.3
2020/07/30/11,泸州(二郎滩),8.6
2020/07/30/11,北碚,4.54
2020/07/30/11,重庆,14.34
2020/07/30/11,寸滩,173.56
2020/07/30/11,涪陵(清溪场),167.1
2020/07/30/11,万州,165.1
2020/07/30/11,茅坪,162.7
2020/07/30/11,宜昌,12.16
2020/07/30/11,枝江,10.67
2020/07/30/11,沙市,10.1
2020/07/30/11,监利,14.54
2020/07/30/11,城陵矶,16.95
2020/07/30/11,汉口,16.37
2020/07/30/11,黄石,15.71
2020/07/30/11,九江,14.63
2020/07/30/11,安庆,13.4
2020/07/30/11,芜湖,9.74
2020/07/30/11,南京,7.76
2020/07/30/11,镇江,6.2
2020/07/30/11,湘江长沙,35
2020/07/31/11,宜宾,9.63
2020/07/31/11,泸州(二郎滩),8.7
2020/07/31/11,北碚,7.9
2020/07/31/11,重庆,14.95
2020/07/31/11,寸滩,174.06
2020/07/31/11,涪陵(清溪场),166.1
2020/07/31/11,万州,164
2020/07/31/11,茅坪,161.69
2020/07/31/11,宜昌,11.8
2020/07/31/11,枝江,10.52
2020/07/31/11,沙市,10
2020/07/31/11,监利,14.44
2020/07/31/11,城陵矶,16.82
2020/07/31/11,汉口,16.25
2020/07/31/11,黄石,15.65
2020/07/31/11,九江,14.57
2020/07/31/11,安庆,13.31
2020/07/31/11,芜湖,9.66
2020/07/31/11,南京,7.78
2020/07/31/11,镇江,6.28
2020/07/31/11,湘江长沙,34.87
2020/08/01/11,宜宾,9.85
2020/08/01/11,泸州(二郎滩),8.97
2020/08/01/11,北碚,13.11
2020/08/01/11,重庆,17.25
2020/08/01/11,寸滩,176.27
2020/08/01/11,涪陵(清溪场),166.25
2020/08/01/11,万州,163.28
2020/08/01/11,茅坪,161.11
2020/08/01/11,宜昌,11.15
2020/08/01/11,枝江,10.28
2020/08/01/11,沙市,9.64
2020/08/01/11,监利,14.28
2020/08/01/11,城陵矶,16.74
2020/08/01/11,汉口,16.15
2020/08/01/11,黄石,15.55
2020/08/01/11,九江,14.49
2020/08/01/11,安庆,13.23
2020/08/01/11,芜湖,9.56
2020/08/01/11,南京,7.76
2020/08/01/11,镇江,6.34
2020/08/01/11,湘江长沙,34.7
2020/08/02/11,宜宾,10.36
2020/08/02/11,泸州(二郎滩),9.6
2020/08/02/11,北碚,10.22
2020/08/02/11,重庆,17.08
2020/08/02/11,寸滩,176.08
2020/08/02/11,涪陵(清溪场),166.5
2020/08/02/11,万州,163.1
2020/08/02/11,茅坪,160.89
2020/08/02/11,宜昌,11.54
2020/08/02/11,枝江,10.05
2020/08/02/11,沙市,9.34
2020/08/02/11,监利,14.05
2020/08/02/11,城陵矶,16.51
2020/08/02/11,汉口,16.02
2020/08/02/11,黄石,15.44
2020/08/02/11,九江,14.41
2020/08/02/11,安庆,13.15
2020/08/02/11,芜湖,9.46
2020/08/02/11,南京,7.66
2020/08/02/11,镇江,6.35
2020/08/02/11,湘江长沙,34.55
2020/08/03/11,宜宾,9.79
2020/08/03/11,泸州(二郎滩),9.74
2020/08/03/11,北碚,9.81
2020/08/03/11,重庆,16.21
2020/08/03/11,寸滩,175.27
2020/08/03/11,涪陵(清溪场),165.95
2020/08/03/11,万州,163
2020/08/03/11,茅坪,160.91
2020/08/03/11,宜昌,11.03
2020/08/03/11,枝江,10.12
2020/08/03/11,沙市,9.42
2020/08/03/11,监利,14
2020/08/03/11,城陵矶,16.43
2020/08/03/11,汉口,15.88
2020/08/03/11,黄石,15.36
2020/08/03/11,九江,14.28
2020/08/03/11,安庆,13.06
2020/08/03/11,芜湖,9.39
2020/08/03/11,南京,7.62
2020/08/03/11,镇江,6.42
2020/08/03/11,湘江长沙,34.39
2020/08/04/11,宜宾,8.87
2020/08/04/11,泸州(二郎滩),7.9
2020/08/04/11,北碚,5.98
2020/08/04/11,重庆,16.1
2020/08/04/11,寸滩,174.09
2020/08/04/11,涪陵(清溪场),165.6
2020/08/04/11,万州,163.05
2020/08/04/11,茅坪,161.05
2020/08/04/11,宜昌,10.52
2020/08/04/11,枝江,9.46
