time,location,water_level
2020/02/05/11,监利,2.56
2020/02/05/11,城陵矶,4.46
2020/02/05/11,汉口,3.55
2020/02/05/11,黄石,3.44
2020/02/05/11,九江,3.27
2020/02/05/11,安庆,3.26
2020/02/05/11,芜湖,2.16
2020/02/05/11,南京,1.78
2020/02/05/11,镇江,1.35
2020/02/05/11,湘江长沙,31.05
2020/02/06/11,宜宾,0.62
2020/02/06/11,泸州(二郎滩),1
2020/02/06/11,北碚,-0.38
2020/02/06/11,重庆,8.13
2020/02/06/11,寸滩,168.29
2020/02/06/11,涪陵(清溪场),168.19
2020/02/06/11,万州,168.37
2020/02/06/11,茅坪,168.15
2020/02/06/11,宜昌,0.34
2020/02/06/11,枝江,-0.36
2020/02/06/11,沙市,-2.17
2020/02/06/11,监利,2.55
2020/02/06/11,城陵矶,4.47
2020/02/06/11,汉口,3.47
2020/02/06/11,黄石,3.34
2020/02/06/11,九江,3.17
2020/02/06/11,安庆,3.18
2020/02/06/11,芜湖,2.27
2020/02/06/11,南京,2.16
2020/02/06/11,镇江,1.77
2020/02/06/11,湘江长沙,31.2
2020/02/07/11,宜宾,0.91
2020/02/07/11,泸州(二郎滩),1
2020/02/07/11,北碚,0.8
2020/02/07/11,重庆,8.1
2020/02/07/11,寸滩,168.23
2020/02/07/11,涪陵(清溪场),168.07
2020/02/07/11,万州,168.23
2020/02/07/11,茅坪,167.98
2020/02/07/11,宜昌,0.37
2020/02/07/11,枝江,-0.39
2020/02/07/11,沙市,-2.18
2020/02/07/11,监利,2.59
2020/02/07/11,城陵矶,4.59
2020/02/07/11,汉口,3.43
2020/02/07/11,黄石,3.26
2020/02/07/11,九江,3.1
2020/02/07/11,安庆,3.14
2020/02/07/11,芜湖,2.13
2020/02/07/11,南京,2.23
2020/02/07/11,镇江,1.86
2020/02/07/11,湘江长沙,31.52
2020/02/08/11,宜宾,0.67
2020/02/08/11,泸州(二郎滩),1.14
2020/02/08/11,北碚,-0.29
2020/02/08/11,重庆,7.9
2020/02/08/11,寸滩,168.04
2020/02/08/11,涪陵(清溪场),167.94
2020/02/08/11,万州,168.13
2020/02/08/11,茅坪,167.88
2020/02/08/11,宜昌,0.26
2020/02/08/11,枝江,-0.38
2020/02/08/11,沙市,-2.15
2020/02/08/11,监利,2.69
2020/02/08/11,城陵矶,4.95
2020/02/08/11,汉口,3.49
2020/02/08/11,黄石,3.22
2020/02/08/11,九江,3.03
2020/02/08/11,安庆,3.08
2020/02/08/11,芜湖,2.07
2020/02/08/11,南京,2.5
2020/02/08/11,镇江,2.22
2020/02/08/11,湘江长沙,31.15
2020/02/09/11,宜宾,0.9
2020/02/09/11,泸州(二郎滩),1
2020/02/09/11,北碚,-0.25
2020/02/09/11,重庆,7.81
2020/02/09/11,寸滩,167.96
2020/02/09/11,涪陵(清溪场),167.84
2020/02/09/11,万州,168.03
2020/02/09/11,茅坪,167.77
2020/02/09/11,宜昌,0.21
2020/02/09/11,枝江,-0.48
2020/02/09/11,沙市,-2.25
2020/02/09/11,监利,2.8
2020/02/09/11,城陵矶,5.21
2020/02/09/11,汉口,3.69
2020/02/09/11,黄石,3.31
2020/02/09/11,九江,3.06
2020/02/09/11,安庆,3.08
2020/02/09/11,芜湖,2.02
2020/02/09/11,南京,2.41
2020/02/09/11,镇江,2.43
2020/02/09/11,湘江长沙,30.82
2020/02/10/11,宜宾,1.23
2020/02/10/11,泸州(二郎滩),1.1
2020/02/10/11,北碚,-0.35
2020/02/10/11,重庆,7.7
2020/02/10/11,寸滩,167.87
2020/02/10/11,涪陵(清溪场),167.76
2020/02/10/11,万州,167.93
2020/02/10/11,茅坪,167.68
2020/02/10/11,宜昌,0.2
2020/02/10/11,枝江,-0.47
2020/02/10/11,沙市,-2.27
2020/02/10/11,监利,2.82
2020/02/10/11,城陵矶,5.27
2020/02/10/11,汉口,3.9
2020/02/10/11,黄石,3.46
2020/02/10/11,九江,3.14
2020/02/10/11,安庆,3.1
2020/02/10/11,芜湖,2.05
2020/02/10/11,南京,2.25
2020/02/10/11,镇江,2.62
2020/02/10/11,湘江长沙,30.78
2020/02/11/11,宜宾,1.28
2020/02/11/11,泸州(二郎滩),1.46
2020/02/11/11,北碚,-0.4
2020/02/11/11,重庆,7.65
2020/02/11/11,寸滩,167.81
2020/02/11/11,涪陵(清溪场),167.65
2020/02/11/11,万州,167.86
2020/02/11/11,茅坪,167.64
2020/02/11/11,宜昌,0.22
2020/02/11/11,枝江,-0.46
2020/02/11/11,沙市,-2.26
2020/02/11/11,监利,2.79
2020/02/11/11,城陵矶,5.19
2020/02/11/11,汉口,3.98
2020/02/11/11,黄石,3.6
2020/02/11/11,九江,3.25
2020/02/11/11,安庆,3.2
2020/02/11/11,芜湖,2.2
2020/02/11/11,南京,2.08
2020/02/11/11,镇江,2.83
2020/02/11/11,湘江长沙,30.76
2020/02/12/11,宜宾,0.99
2020/02/12/11,泸州(二郎滩),1.2
2020/02/12/11,北碚,-0.24
2020/02/12/11,重庆,7.6
2020/02/12/11,寸滩,167.81
2020/02/12/11,涪陵(清溪场),167.58
2020/02/12/11,万州,167.78
2020/02/12/11,茅坪,167.58
2020/02/12/11,宜昌,0.3
2020/02/12/11,枝江,-0.49
2020/02/12/11,沙市,-2.26
2020/02/12/11,监利,2.78
2020/02/12/11,城陵矶,5.16
2020/02/12/11,汉口,4.02
2020/02/12/11,黄石,3.65
2020/02/12/11,九江,3.34
2020/02/12/11,安庆,3.32
2020/02/12/11,芜湖,2.38
2020/02/12/11,南京,1.86
2020/02/12/11,镇江,2.76
2020/02/12/11,湘江长沙,30.97
2020/02/13/11,宜宾,0.8
2020/02/13/11,泸州(二郎滩),0.8
2020/02/13/11,北碚,-0.28
2020/02/13/11,重庆,7.6
2020/02/13/11,寸滩,167.72
2020/02/13/11,涪陵(清溪场),167.5
2020/02/13/11,万州,167.71
2020/02/13/11,茅坪,167.53
2020/02/13/11,宜昌,0.16
2020/02/13/11,枝江,-0.56
2020/02/13/11,沙市,-2.3
2020/02/13/11,监利,2.79
2020/02/13/11,城陵矶,5.18
2020/02/13/11,汉口,4.04
2020/02/13/11,黄石,3.71
2020/02/13/11,九江,3.4
2020/02/13/11,安庆,3.4
2020/02/13/11,芜湖,2.5
2020/02/13/11,南京,1.94
2020/02/13/11,镇江,2.37
2020/02/13/11,湘江长沙,31.15
2020/02/14/11,宜宾,0.65
2020/02/14/11,泸州(二郎滩),0.85
2020/02/14/11,北碚,0.94
2020/02/14/11,重庆,7.51
2020/02/14/11,寸滩,167.63
2020/02/14/11,涪陵(清溪场),167.4
2020/02/14/11,万州,167.6
2020/02/14/11,茅坪,167.33
2020/02/14/11,宜昌,0.18
2020/02/14/11,枝江,-0.46
2020/02/14/11,沙市,-2.28
2020/02/14/11,监利,2.76
2020/02/14/11,城陵矶,5.27
2020/02/14/11,汉口,4.1
2020/02/14/11,黄石,3.77
2020/02/14/11,九江,3.5
2020/02/14/11,安庆,3.47
2020/02/14/11,芜湖,2.56
2020/02/14/11,南京,2.03
2020/02/14/11,镇江,1.67
2020/02/14/11,湘江长沙,30.89
2020/02/15/11,宜宾,0.59
2020/02/15/11,泸州(二郎滩),1.1
2020/02/15/11,北碚,0.66
2020/02/15/11,重庆,7.3
2020/02/15/11,寸滩,167.45
2020/02/15/11,涪陵(清溪场),167.32
2020/02/15/11,万州,167.51
2020/02/15/11,茅坪,167.23
2020/02/15/11,宜昌,0.23
2020/02/15/11,枝江,-0.47
2020/02/15/11,沙市,-2.37
2020/02/15/11,监利,2.74
2020/02/15/11,城陵矶,5.3
2020/02/15/11,汉口,4.07
2020/02/15/11,黄石,3.81
2020/02/15/11,九江,3.64
2020/02/15/11,安庆,3.51
2020/02/15/11,芜湖,2.56
2020/02/15/11,南京,2.05
2020/02/15/11,镇江,1.49
2020/02/15/11,湘江长沙,30.88
2020/02/16/11,宜宾,0.64
2020/02/16/11,泸州(二郎滩),0.6
2020/02/16/11,北碚,-0.57
2020/02/16/11,重庆,7.28
2020/02/16/11,寸滩,167.4
2020/02/16/11,涪陵(清溪场),167.22
2020/02/16/11,万州,167.45
2020/02/16/11,茅坪,167.28
2020/02/16/11,宜昌,0.2
2020/02/16/11,枝江,-0.43
2020/02/16/11,沙市,-2.26
2020/02/16/11,监利,2.81
2020/02/16/11,城陵矶,5.35
2020/02/16/11,汉口,4.16
2020/02/16/11,黄石,3.88
2020/02/16/11,九江,3.72
2020/02/16/11,安庆,3.56
2020/02/16/11,芜湖,2.45
2020/02/16/11,南京,1.94
2020/02/16/11,镇江,1.4
2020/02/16/11,湘江长沙,31.32
2020/02/17/11,宜宾,1.14
2020/02/17/11,泸州(二郎滩),1.4
2020/02/17/11,北碚,-0.3
2020/02/17/11,重庆,7.3
2020/02/17/11,寸滩,167.42
2020/02/17/11,涪陵(清溪场),167.22
2020/02/17/11,万州,167.44
2020/02/17/11,茅坪,167.24
2020/02/17/11,宜昌,0.18
2020/02/17/11,枝江,-0.49
2020/02/17/11,沙市,-2.28
2020/02/17/11,监利,2.88
2020/02/17/11,城陵矶,5.51
2020/02/17/11,汉口,4.29
2020/02/17/11,黄石,4.01
2020/02/17/11,九江,3.77
2020/02/17/11,安庆,3.58
2020/02/17/11,芜湖,2.32
2020/02/17/11,南京,1.78
2020/02/17/11,镇江,1.24
2020/02/17/11,湘江长沙,31.79
2020/02/18/11,宜宾,0.79
2020/02/18/11,泸州(二郎滩),1.1
2020/02/18/11,北碚,-0.29
2020/02/18/11,重庆,7.33
2020/02/18/11,寸滩,167.48
2020/02/18/11,涪陵(清溪场),167.24
2020/02/18/11,万州,167.43
2020/02/18/11,茅坪,167.18
2020/02/18/11,宜昌,0.26
2020/02/18/11,枝江,-0.46
2020/02/18/11,沙市,-2.25
2020/02/18/11,监利,2.97
2020/02/18/11,城陵矶,5.76
2020/02/18/11,汉口,4.44
2020/02/18/11,黄石,4.12
2020/02/18/11,九江,3.87
2020/02/18/11,安庆,3.6
2020/02/18/11,芜湖,2.23
2020/02/18/11,南京,1.71
2020/02/18/11,镇江,1.23
2020/02/18/11,湘江长沙,30.88
2020/02/19/11,宜宾,0.84
2020/02/19/11,泸州(二郎滩),1.7
2020/02/19/11,北碚,-0.23
2020/02/19/11,重庆,7.51
2020/02/19/11,寸滩,167.54
2020/02/19/11,涪陵(清溪场),167.28
2020/02/19/11,万州,167.49
2020/02/19/11,茅坪,167.35
2020/02/19/11,宜昌,0.21
2020/02/19/11,枝江,-0.59
2020/02/19/11,沙市,-2.35
2020/02/19/11,监利,3.01
2020/02/19/11,城陵矶,5.74
2020/02/19/11,汉口,4.62
2020/02/19/11,黄石,4.27
2020/02/19/11,九江,4
2020/02/19/11,安庆,3.72
2020/02/19/11,芜湖,2.28
2020/02/19/11,南京,1.83
2020/02/19/11,镇江,1.36
2020/02/19/11,湘江长沙,31.26
2020/02/20/11,宜宾,1.71
2020/02/20/11,泸州(二郎滩),0.7
2020/02/20/11,北碚,0.93
2020/02/20/11,重庆,7.69
2020/02/20/11,寸滩,167.77
2020/02/20/11,涪陵(清溪场),167.4
2020/02/20/11,万州,167.59
2020/02/20/11,茅坪,167.35
2020/02/20/11,宜昌,0.19
2020/02/20/11,枝江,-0.61
2020/02/20/11,沙市,-2.41
2020/02/20/11,监利,2.91
2020/02/20/11,城陵矶,5.57
2020/02/20/11,汉口,4.64
2020/02/20/11,黄石,4.37
2020/02/20/11,九江,4.12
2020/02/20/11,安庆,3.84
2020/02/20/11,芜湖,2.47
2020/02/20/11,南京,2.29
2020/02/20/11,镇江,1.89
2020/02/20/11,湘江长沙,30.89
2020/02/21/11,宜宾,1.66
2020/02/21/11,泸州(二郎滩),2
2020/02/21/11,北碚,0.69
2020/02/21/11,重庆,7.51
2020/02/21/11,寸滩,167.68
2020/02/21/11,涪陵(清溪场),167.47
2020/02/21/11,万州,167.7
2020/02/21/11,茅坪,167.49
2020/02/21/11,宜昌,0.2
2020/02/21/11,枝江,-0.61
2020/02/21/11,沙市,-2.43
2020/02/21/11,监利,2.8
2020/02/21/11,城陵矶,5.41
2020/02/21/11,汉口,4.57
2020/02/21/11,黄石,4.4
2020/02/21/11,九江,4.2
2020/02/21/11,安庆,4.01
2020/02/21/11,芜湖,2.59
2020/02/21/11,南京,2.58
2020/02/21/11,镇江,2.19
2020/02/21/11,湘江长沙,30.85
2020/02/22/11,宜宾,1.16
2020/02/22/11,泸州(二郎滩),1.78
2020/02/22/11,北碚,0.84
2020/02/22/11,重庆,7.98
2020/02/22/11,寸滩,167.03
2020/02/22/11,涪陵(清溪场),167.61
2020/02/22/11,万州,167.8
2020/02/22/11,茅坪,167.54
2020/02/22/11,宜昌,0.25
2020/02/22/11,枝江,-0.59
2020/02/22/11,沙市,-2.45
2020/02/22/11,监利,2.74
2020/02/22/11,城陵矶,5.32
2020/02/22/11,汉口,4.49
2020/02/22/11,黄石,4.36
2020/02/22/11,九江,4.19
2020/02/22/11,安庆,4.05
2020/02/22/11,芜湖,2.56
2020/02/22/11,南京,2.5
2020/02/22/11,镇江,2.29
2020/02/22/11,湘江长沙,30.76
2020/02/23/11,宜宾,1.09
2020/02/23/11,泸州(二郎滩),1.5
2020/02/23/11,北碚,-0.14
2020/02/23/11,重庆,8.02
2020/02/23/11,寸滩,168.12
2020/02/23/11,涪陵(清溪场),167.77
2020/02/23/11,万州,167.97
2020/02/23/11,茅坪,167.75
2020/02/23/11,宜昌,0.19
2020/02/23/11,枝江,-0.57
2020/02/23/11,沙市,-2.39
2020/02/23/11,监利,2.71
2020/02/23/11,城陵矶,5.24
2020/02/23/11,汉口,4.41
2020/02/23/11,黄石,4.31
2020/02/23/11,九江,4.13
2020/02/23/11,安庆,4.03
2020/02/23/11,芜湖,2.58
2020/02/23/11,南京,2.72
2020/02/23/11,镇江,2.67
2020/02/23/11,湘江长沙,30.7
2020/02/24/11,宜宾,1.03
2020/02/24/11,泸州(二郎滩),1.5
2020/02/24/11,北碚,0.74
2020/02/24/11,重庆,8.07
2020/02/24/11,寸滩,168.15
2020/02/24/11,涪陵(清溪场),167.84
2020/02/24/11,万州,168.08
2020/02/24/11,茅坪,167.77
2020/02/24/11,宜昌,0.58
2020/02/24/11,枝江,-0.62
2020/02/24/11,沙市,-2.45
2020/02/24/11,监利,2.68
2020/02/24/11,城陵矶,5.11
2020/02/24/11,汉口,4.34
2020/02/24/11,黄石,4.22
2020/02/24/11,九江,4.05
2020/02/24/11,安庆,4
2020/02/24/11,芜湖,2.65
2020/02/24/11,南京,2.48
2020/02/24/11,镇江,2.67
2020/02/24/11,湘江长沙,30.86
2020/02/25/11,宜宾,1.45
2020/02/25/11,泸州(二郎滩),1.8
2020/02/25/11,北碚,1.2
2020/02/25/11,重庆,8.04
2020/02/25/11,寸滩,168.12
2020/02/25/11,涪陵(清溪场),167.77
2020/02/25/11,万州,167.97
2020/02/25/11,茅坪,167.68
2020/02/25/11,宜昌,0.96
2020/02/25/11,枝江,-0.1
2020/02/25/11,沙市,-1.87
2020/02/25/11,监利,2.67
2020/02/25/11,城陵矶,4.98
2020/02/25/11,汉口,4.22
2020/02/25/11,黄石,4.12
2020/02/25/11,九江,3.96
2020/02/25/11,安庆,3.92
2020/02/25/11,芜湖,2.63
2020/02/25/11,南京,2.42
2020/02/25/11,镇江,2.92
2020/02/25/11,湘江长沙,30.62
2020/02/26/11,宜宾,0.98
2020/02/26/11,泸州(二郎滩),1.79
2020/02/26/11,北碚,1.6
2020/02/26/11,重庆,8.17
2020/02/26/11,寸滩,168.2
2020/02/26/11,涪陵(清溪场),167.75
2020/02/26/11,万州,167.93
2020/02/26/11,茅坪,167.59
2020/02/26/11,宜昌,0.91
2020/02/26/11,枝江,0.03
2020/02/26/11,沙市,-1.52
2020/02/26/11,监利,2.97
2020/02/26/11,城陵矶,5.05
2020/02/26/11,汉口,4.13
2020/02/26/11,黄石,4.05
2020/02/26/11,九江,3.86
2020/02/26/11,安庆,3.84
2020/02/26/11,芜湖,2.66
2020/02/26/11,南京,2.21
2020/02/26/11,镇江,2.94
2020/02/26/11,湘江长沙,30.51
2020/02/27/11,宜宾,1.08
2020/02/27/11,泸州(二郎滩),1.62
2020/02/27/11,北碚,0.63
2020/02/27/11,重庆,7.9
2020/02/27/11,寸滩,168.01
2020/02/27/11,涪陵(清溪场),167.67
2020/02/27/11,万州,167.87
2020/02/27/11,茅坪,167.47
2020/02/27/11,宜昌,1.15
2020/02/27/11,枝江,0.11
2020/02/27/11,沙市,-1.45
2020/02/27/11,监利,3.19
2020/02/27/11,城陵矶,5.19
2020/02/27/11,汉口,4.11
2020/02/27/11,黄石,4
2020/02/27/11,九江,3.81
2020/02/27/11,安庆,3.79
2020/02/27/11,芜湖,2.65
2020/02/27/11,南京,2.08
2020/02/27/11,镇江,2.78
2020/02/27/11,湘江长沙,30.41
2020/02/28/11,宜宾,1.11
2020/02/28/11,泸州(二郎滩),1.4
2020/02/28/11,北碚,0.84
2020/02/28/11,重庆,7.89
2020/02/28/11,寸滩,167.95
2020/02/28/11,涪陵(清溪场),167.53
2020/02/28/11,万州,167.77
2020/02/28/11,茅坪,167.43
2020/02/28/11,宜昌,1.25
2020/02/28/11,枝江,0.35
2020/02/28/11,沙市,-1.12
2020/02/28/11,监利,3.35
2020/02/28/11,城陵矶,5.24
2020/02/28/11,汉口,4.15
2020/02/28/11,黄石,3.95
2020/02/28/11,九江,3.74
2020/02/28/11,安庆,3.76
2020/02/28/11,芜湖,2.68
2020/02/28/11,南京,2.08
2020/02/28/11,镇江,2.5
2020/02/28/11,湘江长沙,30.49
2020/02/29/11,宜宾,1.25
2020/02/29/11,泸州(二郎滩),1.89
2020/02/29/11,北碚,1.22
2020/02/29/11,重庆,7.83
2020/02/29/11,寸滩,167.92
2020/02/29/11,涪陵(清溪场),167.54
2020/02/29/11,万州,167.75
2020/02/29/11,茅坪,167.44
2020/02/29/11,宜昌,1.25
2020/02/29/11,枝江,0.35
2020/02/29/11,沙市,-0.86
2020/02/29/11,监利,3.55
2020/02/29/11,城陵矶,5.28
2020/02/29/11,汉口,4.19
2020/02/29/11,黄石,3.92
2020/02/29/11,九江,3.69
2020/02/29/11,安庆,3.65
2020/02/29/11,芜湖,2.52
2020/02/29/11,南京,1.94
2020/02/29/11,镇江,2.02
2020/02/29/11,湘江长沙,30.48
2020/03/01/11,宜宾,1.04
2020/03/01/11,泸州(二郎滩),1.6
2020/03/01/11,北碚,0.86
2020/03/01/11,重庆,7.82
2020/03/01/11,寸滩,167.89
2020/03/01/11,涪陵(清溪场),167.45
2020/03/01/11,万州,167.64
2020/03/01/11,茅坪,167.29
2020/03/01/11,宜昌,1.32
2020/03/01/11,枝江,0.52
2020/03/01/11,沙市,-0.75
2020/03/01/11,监利,3.7
2020/03/01/11,城陵矶,5.34
2020/03/01/11,汉口,4.21
2020/03/01/11,黄石,3.92
2020/03/01/11,九江,3.65
2020/03/01/11,安庆,3.58
2020/03/01/11,芜湖,2.5
2020/03/01/11,南京,1.96
2020/03/01/11,镇江,1.75
2020/03/01/11,湘江长沙,30.76
2020/03/01/11,宜宾合江门,1.04
2020/03/01/11,南溪九龙滩,1.33
2020/03/01/11,江安白沙湾,1.5
2020/03/01/11,二郎滩,1.6
2020/03/01/11,观音堂,1.3
2020/03/01/11,观音背,1.1
2020/03/01/11,手爬岩,1.75
2020/03/01/11,小桃竹,1.6
2020/03/01/11,王爷庙,2
2020/03/01/11,老鹰岩,1.53
2020/03/01/11,斗笠子,0.95
2020/03/01/11,羊角滩,1.7
2020/03/01/11,石门,1.46
2020/03/01/11,狗扒岩,1.91
2020/03/01/11,郑家梁,1
2020/03/01/11,黄磏,1.3
2020/03/01/11,观音梁,2
2020/03/01/11,水银口,1.5
2020/03/01/11,龙凤溪,4.5
2020/03/01/11,铜锣峡,9.8
2020/03/01/11,鱼嘴,12.6
2020/03/01/11,太洪江,167.7
2020/03/01/11,骑马桥,167.5
2020/03/01/11,羊角堡,167.6
2020/03/01/11,韩公韩婆,167.5
2020/03/01/11,李渡,167.5
2020/03/01/11,涪陵,167.4
2020/03/01/11,永家岩,167.75
2020/03/01/11,媳妇面,167.58
2020/03/01/11,石鼻子,167.63
2020/03/02/11,宜宾,1.65
2020/03/02/11,泸州(二郎滩),1.7
2020/03/02/11,北碚,0.88
2020/03/02/11,重庆,7.72
2020/03/02/11,寸滩,167.78
2020/03/02/11,涪陵(清溪场),167.35
2020/03/02/11,万州,167.52
2020/03/02/11,茅坪,167.18
2020/03/02/11,宜昌,1.71
2020/03/02/11,枝江,0.4
2020/03/02/11,沙市,-0.86
2020/03/02/11,监利,3.76
2020/03/02/11,城陵矶,5.47
2020/03/02/11,汉口,4.26
2020/03/02/11,黄石,3.93
2020/03/02/11,九江,3.65
2020/03/02/11,安庆,3.51
2020/03/02/11,芜湖,2.4
2020/03/02/11,南京,1.91
2020/03/02/11,镇江,1.49
2020/03/02/11,湘江长沙,30.84
2020/03/03/11,宜宾,1.3
2020/03/03/11,泸州(二郎滩),1.96
2020/03/03/11,北碚,0.06
2020/03/03/11,重庆,7.56
2020/03/03/11,寸滩,167.71
2020/03/03/11,涪陵(清溪场),167.31
2020/03/03/11,万州,167.5
2020/03/03/11,茅坪,167.18
2020/03/03/11,宜昌,1.15
2020/03/03/11,枝江,0.45
2020/03/03/11,沙市,-0.91
2020/03/03/11,监利,3.76
2020/03/03/11,城陵矶,5.61
2020/03/03/11,汉口,4.37
2020/03/03/11,黄石,3.97
2020/03/03/11,九江,3.65
2020/03/03/11,安庆,3.49
2020/03/03/11,芜湖,2.39
2020/03/03/11,南京,1.93
2020/03/03/11,镇江,1.41
2020/03/03/11,湘江长沙,30.7
2020/03/04/11,宜宾,1.65
2020/03/04/11,泸州(二郎滩),2.1
2020/03/04/11,北碚,1.22
2020/03/04/11,重庆,7.74
2020/03/04/11,寸滩,167.78
2020/03/04/11,涪陵(清溪场),167.27
2020/03/04/11,万州,167.44
2020/03/04/11,茅坪,167.14
2020/03/04/11,宜昌,1.25
2020/03/04/11,枝江,0.55
2020/03/04/11,沙市,-0.75
2020/03/04/11,监利,3.79
2020/03/04/11,城陵矶,5.73
2020/03/04/11,汉口,4.49
2020/03/04/11,黄石,4.07
2020/03/04/11,九江,3.69
2020/03/04/11,安庆,3.43
2020/03/04/11,芜湖,2.19
2020/03/04/11,南京,1.73
2020/03/04/11,镇江,1.23
2020/03/04/11,湘江长沙,31.45
2020/03/05/11,宜宾,1.71
2020/03/05/11,泸州(二郎滩),1.8
2020/03/05/11,北碚,1.2
2020/03/05/11,重庆,7.68
2020/03/05/11,寸滩,167.74
2020/03/05/11,涪陵(清溪场),167.23
2020/03/05/11,万州,167.4
2020/03/05/11,茅坪,167.06
2020/03/05/11,宜昌,1.28
2020/03/05/11,枝江,0.47
2020/03/05/11,沙市,-0.78
2020/03/05/11,监利,3.91
2020/03/05/11,城陵矶,6.01
2020/03/05/11,汉口,4.64
2020/03/05/11,黄石,4.17
2020/03/05/11,九江,3.74
2020/03/05/11,安庆,3.46
2020/03/05/11,芜湖,2.2
2020/03/05/11,南京,1.87
2020/03/05/11,镇江,1.48
2020/03/05/11,湘江长沙,31.4
2020/03/06/11,宜宾,1.8
2020/03/06/11,泸州(二郎滩),1.99
2020/03/06/11,北碚,1.02
2020/03/06/11,重庆,7.7
2020/03/06/11,寸滩,167.74
2020/03/06/11,涪陵(清溪场),167.17
2020/03/06/11,万州,167.34
2020/03/06/11,茅坪,167.04
2020/03/06/11,宜昌,1.19
2020/03/06/11,枝江,0.43
2020/03/06/11,沙市,-0.88
2020/03/06/11,监利,4
2020/03/06/11,城陵矶,6.23
2020/03/06/11,汉口,4.88
2020/03/06/11,黄石,4.33
2020/03/06/11,九江,3.85
2020/03/06/11,安庆,3.51
2020/03/06/11,芜湖,2.15
2020/03/06/11,南京,1.83
2020/03/06/11,镇江,1.4
2020/03/06/11,湘江长沙,30.98
2020/03/07/11,宜宾,1.4
2020/03/07/11,泸州(二郎滩),1.9
2020/03/07/11,北碚,1.2
2020/03/07/11,重庆,7.6
2020/03/07/11,寸滩,167.68
2020/03/07/11,涪陵(清溪场),167.15
2020/03/07/11,万州,167.3
2020/03/07/11,茅坪,166.96
2020/03/07/11,宜昌,1.33
2020/03/07/11,枝江,0.52
2020/03/07/11,沙市,-0.8
2020/03/07/11,监利,4.05
2020/03/07/11,城陵矶,6.34
2020/03/07/11,汉口,5.09
2020/03/07/11,黄石,4.52
2020/03/07/11,九江,4
2020/03/07/11,安庆,3.58
2020/03/07/11,芜湖,2.23
2020/03/07/11,南京,2.2
2020/03/07/11,镇江,1.83
2020/03/07/11,湘江长沙,31.03
2020/03/08/11,宜宾,1.78
2020/03/08/11,泸州(二郎滩),2
2020/03/08/11,北碚,0.63
2020/03/08/11,重庆,7.59
2020/03/08/11,寸滩,167.62
2020/03/08/11,涪陵(清溪场),167.1
2020/03/08/11,万州,167.28
2020/03/08/11,茅坪,166.92
2020/03/08/11,宜昌,1.22
2020/03/08/11,枝江,0.41
2020/03/08/11,沙市,-0.84
2020/03/08/11,监利,4.12
2020/03/08/11,城陵矶,6.4
2020/03/08/11,汉口,5.24
2020/03/08/11,黄石,4.7
2020/03/08/11,九江,4.16
2020/03/08/11,安庆,3.77
2020/03/08/11,芜湖,2.42
2020/03/08/11,南京,2.71
2020/03/08/11,镇江,2.35
2020/03/08/11,湘江长沙,31.09
2020/03/09/11,宜宾,1.86
2020/03/09/11,泸州(二郎滩),2.13
2020/03/09/11,北碚,1.19
2020/03/09/11,重庆,7.32
2020/03/09/11,寸滩,167.56
2020/03/09/11,涪陵(清溪场),167.02
2020/03/09/11,万州,167.19
2020/03/09/11,茅坪,166.84
2020/03/09/11,宜昌,1.35
2020/03/09/11,枝江,0.5
2020/03/09/11,沙市,-0.78
2020/03/09/11,监利,4.13
2020/03/09/11,城陵矶,6.42
2020/03/09/11,汉口,5.34
2020/03/09/11,黄石,4.91
2020/03/09/11,九江,4.43
2020/03/09/11,安庆,4.06
2020/03/09/11,芜湖,2.63
2020/03/09/11,南京,2.97
2020/03/09/11,镇江,2.85
2020/03/09/11,湘江长沙,31.23
2020/03/10/11,宜宾,2.1
2020/03/10/11,泸州(二郎滩),1.9
2020/03/10/11,北碚,1.2
2020/03/10/11,重庆,7.55
2020/03/10/11,寸滩,167.57
2020/03/10/11,涪陵(清溪场),166.96
2020/03/10/11,万州,167.12
2020/03/10/11,茅坪,166.78
2020/03/10/11,宜昌,1.57
2020/03/10/11,枝江,0.58
2020/03/10/11,沙市,-0.7
2020/03/10/11,监利,4.18
2020/03/10/11,城陵矶,6.46
2020/03/10/11,汉口,5.39
2020/03/10/11,黄石,5.03
2020/03/10/11,九江,4.65
2020/03/10/11,安庆,4.35
2020/03/10/11,芜湖,2.8
2020/03/10/11,南京,3.05
2020/03/10/11,镇江,3.19
2020/03/10/11,湘江长沙,31.53
2020/03/11/11,宜宾,2.04
2020/03/11/11,泸州(二郎滩),2.4
2020/03/11/11,北碚,1.21
2020/03/11/11,重庆,7.39
2020/03/11/11,寸滩,167.41
2020/03/11/11,涪陵(清溪场),166.84
2020/03/11/11,万州,166.98
2020/03/11/11,茅坪,166.62
2020/03/11/11,宜昌,1.46
2020/03/11/11,枝江,0.65
2020/03/11/11,沙市,-0.53
2020/03/11/11,监利,4.28
2020/03/11/11,城陵矶,6.54
2020/03/11/11,汉口,5.53
2020/03/11/11,黄石,5.2
2020/03/11/11,九江,4.84
2020/03/11/11,安庆,4.57
2020/03/11/11,芜湖,3.01
2020/03/11/11,南京,2.95
2020/03/11/11,镇江,3.4
2020/03/11/11,湘江长沙,31.69
2020/03/12/11,宜宾,1.93
2020/03/12/11,泸州(二郎滩),2.4
2020/03/12/11,北碚,0.68
2020/03/12/11,重庆,7.48
